0.000000000000000000e+00,1.000000000000000000e+00
3.044780500676706747e-02,9.984788779853929208e-01
6.089561001353413494e-02,9.969577559707858416e-01
9.134341502030120241e-02,9.954366339561787624e-01
1.215789774230334325e-01,9.917807866574962494e-01
1.517302262290116666e-01,9.872769175038209610e-01
1.818814750349898590e-01,9.827730483501455616e-01
2.118104366016799744e-01,9.771458463919422410e-01
2.414046845201824054e-01,9.698271626269714396e-01
2.709989324386847809e-01,9.625084788620006382e-01
3.005780383684157897e-01,9.551383636128322197e-01
3.294168402168454746e-01,9.452537214918225184e-01
3.582556420652752149e-01,9.353690793708128171e-01
3.870944439137049553e-01,9.254844372498032268e-01
4.154463745564094257e-01,9.143451525275322345e-01
4.434039509196348594e-01,9.021896366681434465e-01
4.713615272828602931e-01,8.900341208087547695e-01
4.993191036460856713e-01,8.778786049493659815e-01
5.263620659181311723e-01,8.638091872871109800e-01
5.533821970611790819e-01,8.496919936946887297e-01
5.804023282042268805e-01,8.355748001022663685e-01
6.071654087724325244e-01,8.210010135398777553e-01
6.332497934307010912e-01,8.052216751851519749e-01
6.593341780889695469e-01,7.894423368304261945e-01
6.854185627472380027e-01,7.736629984757004141e-01
7.111101274314474141e-01,7.572722488596260737e-01
7.363037432333875421e-01,7.401064583232812577e-01
7.614973590353276700e-01,7.229406677869364417e-01
7.866909748372677980e-01,7.057748772505916257e-01
8.114995087058350931e-01,6.880709530692747933e-01
8.358768064219290750e-01,6.697643969219718718e-01
8.602541041380230569e-01,6.514578407746690614e-01
8.846314018541170388e-01,6.331512846273662509e-01
9.087413149674191670e-01,6.145026094074139689e-01
9.323950771702955720e-01,5.952702882900032799e-01
9.560488393731720880e-01,5.760379671725923689e-01
9.797026015760483819e-01,5.568056460551816800e-01
1.003268317824572264e+00,5.374684721869968929e-01
1.026301581713094491e+00,5.174972079166727523e-01
1.049334845601616717e+00,4.975259436463485008e-01
1.072368109490138943e+00,4.775546793760243602e-01
1.095401373378661392e+00,4.575834151057000532e-01
1.118024409296592747e+00,4.371509447311797691e-01
1.140545111480530283e+00,4.166034238331290940e-01
1.163065813664467596e+00,3.960559029350785298e-01
1.185586515848405131e+00,3.755083820370277992e-01
1.207962158074721959e+00,3.548049368523471525e-01
1.230079904264216761e+00,3.338242803943016757e-01
1.252197650453711342e+00,3.128436239362563098e-01
1.274315396643206144e+00,2.918629674782108330e-01
1.296433142832700947e+00,2.708823110201654671e-01
1.318304819882276213e+00,2.496458292245980204e-01
1.340129184187199618e+00,2.283601588193837351e-01
1.361953548492123023e+00,2.070744884141693110e-01
1.383777912797046428e+00,1.857888180089550534e-01
1.405554914887858331e+00,1.644550041215015190e-01
1.427194773821797158e+00,1.429817848185498952e-01
1.448834632755736207e+00,1.215085655155981048e-01
1.470474491689675034e+00,1.000353462126464810e-01
1.492114350623614083e+00,7.856212690969469059e-02
1.513705689676442923e+00,5.704018440770955434e-02
1.535269211007823431e+00,3.549030761677320067e-02
1.556832732339203718e+00,1.394043082583700660e-02
1.578396253670584226e+00,-7.609445965099340126e-03
1.599959775001964513e+00,-2.915932275603554114e-02
1.621554716485963832e+00,-5.067771350716432366e-02
1.643149716691246320e+00,-7.219604541387326935e-02
1.664744716896528809e+00,-9.371437732058221504e-02
1.686339717101811075e+00,-1.152327092272908415e-01
1.707985953733864637e+00,-1.366992867570135384e-01
1.729720398181937346e+00,-1.580767647758791195e-01
1.751454842630010278e+00,-1.794542427947446728e-01
1.773189287078082543e+00,-2.008317208136099208e-01
1.794923731526155253e+00,-2.222091988324754741e-01
1.816848253819266290e+00,-2.433911558928757157e-01
1.838830698790936857e+00,-2.645135315874067583e-01
